NOME,ANO_INGRESSO_2022,FASE_2022,NIVEL_IDEAL_2022,BOLSISTA_2022,PEDRA_2022,IAN_2022,DESTAQUE_IDA_2022,IDA_2022,DESTAQUE_IEG_2022,IEG_2022,IAA_2022,IPS_2022,IPP_2022,DESTAQUE_IPV_2022,IPV_2022,INDE_2022,PONTO_VIRADA_2022,QTD_AVAL_2022,INDICADO_BOLSA_2022,REC_AVA_UNIFICADO
ALUNO-27,2022,2.0,4,0,Ágata,5.0,0,4.583333333333333,0,6.493506493506493,9.000020000000001,7.5,5.625,0,7.111109999999999,6.350091965367965,0,3.0,0,Mantido na Fase atual
ALUNO-29,2021,3.0,6,0,Quartzo,2.5,0,5.777777777777778,0,4.832296380090497,0.0,7.5,6.71875,0,5.7083325,4.935556331573656,0,4.0,0,Mantido na Fase atual
ALUNO-30,2022,0.0,1,0,Topázio,5.0,1,9.1,1,9.005163410197735,10.00002,7.5,5.625,1,8.250005,8.083535682039548,0,2.0,1,Mantido na Fase atual
ALUNO-31,2022,0.0,0,0,Ametista,10.0,0,7.466666666666667,0,7.317867317867318,6.91668,7.5,5.3125,0,6.666665,7.263157796906798,0,2.0,0,Mantido na Fase atual
ALUNO-32,2022,7.0,8,0,Ágata,5.0,0,4.0,1,8.333333333333334,7.91667,7.5,7.34375,1,7.75,6.792708666666667,0,4.0,1,Mantido na Fase atual
ALUNO-34,2018,3.0,4,0,Ágata,5.0,0,6.111111111111111,0,7.056167617548691,7.5,7.5,7.5,0,6.41666,6.666787745731961,0,4.0,0,Promovido de Fase
ALUNO-36,2019,4.0,6,0,Ágata,5.0,0,5.877777777777777,1,8.074712643678161,5.83333,6.25,7.96875,1,7.7916675,6.854039584291188,0,4.0,1,Promovido de Fase
ALUNO-37,2018,2.0,3,0,Ametista,5.0,0,7.333333333333333,1,9.041585445094215,8.500020000000001,7.5,6.25,1,7.777779999999999,7.55554175568551,0,3.0,0,Mantido na Fase atual
ALUNO-38,2021,3.0,4,0,Ágata,5.0,0,5.666666666666667,0,6.721726190476191,9.16668,6.25,7.34375,0,7.20833,6.695387571428572,0,4.0,1,Promovido de Fase
ALUNO-42,2021,0.0,0,0,Quartzo,10.0,0,2.5,0,3.148809523809524,9.000020000000001,7.5,0.0,0,2.50001,4.279765904761905,0,2.0,0,Não avaliado
ALUNO-45,2022,2.0,3,0,Ágata,5.0,0,5.0,1,9.166666666666666,7.916679999999999,6.25,6.25,0,6.777773333333332,6.730556,0,3.0,0,Mantido na Fase atual
ALUNO-46,2020,1.0,1,0,Ametista,10.0,0,5.0,1,9.082456140350876,8.500020000000001,7.5,6.041666666666667,0,6.888883333333333,7.398436561403509,0,3.0,0,Mantido na Fase atual
ALUNO-47,2021,1.0,2,0,Ametista,5.0,0,7.416666666666666,1,10.0,8.500020000000001,7.5,6.25,0,7.222223333333333,7.65278,0,3.0,0,Promovido de Fase
ALUNO-48,2022,5.0,6,0,Quartzo,5.0,0,0.0,0,3.803571428571429,5.41667,6.25,5.625,0,4.625,3.914881285714285,0,4.0,0,Mantido na Fase atual
ALUNO-49,2022,0.0,1,0,Topázio,5.0,1,8.166666666666666,1,10.0,9.50002,7.5,6.5625,1,9.250005,8.339586333333333,1,2.0,0,Promovido de Fase
ALUNO-50,2022,3.0,3,0,Quartzo,10.0,0,3.055555555555556,0,4.630580097651709,0.0,7.5,5.625,0,5.5833325,4.966393630641453,0,4.0,0,Mantido na Fase atual
ALUNO-51,2019,1.0,2,0,Ágata,5.0,0,5.083333333333334,1,9.203448275862067,9.000020000000001,7.5,5.625,0,6.91666,6.953190321839081,0,2.0,0,Mantido na Fase atual
ALUNO-56,2021,7.0,8,0,Quartzo,5.0,0,0.4444444444444445,0,3.597794117647059,0.0,5.0,3.28125,0,4.500003333333333,3.036573379084968,0,4.0,0,Mantido na Fase atual
ALUNO-58,2022,3.0,4,0,Ametista,5.0,0,6.888888888888889,1,7.991071428571429,7.91667,7.5,8.125,0,7.374995,7.305158063492064,0,4.0,1,Promovido de Fase
ALUNO-60,2016,7.0,8,0,Quartzo,5.0,0,4.044444444444444,0,4.129901960784314,8.33334,5.625,7.96875,0,7.277773333333332,5.783132947712418,0,4.0,1,Mantido na Fase atual
ALUNO-61,2020,2.0,3,0,Ágata,5.0,0,2.5,1,7.787878787878788,10.00002,7.5,6.25,0,7.38889,6.410355757575758,0,3.0,0,Mantido na Fase atual
ALUNO-63,2022,0.0,1,0,Ágata,5.0,0,5.083333333333334,1,8.544103313840155,9.50002,5.625,5.625,0,6.91666,6.683821329434698,0,2.0,0,Mantido na Fase atual
ALUNO-64,2022,3.0,5,0,Quartzo,5.0,0,2.833333333333333,0,3.611111111111112,8.75001,7.5,4.84375,0,3.8333325,4.664931388888889,0,4.0,0,Mantido na Fase atual
ALUNO-65,2021,1.0,2,1,Ametista,5.0,1,8.166666666666666,1,9.555555555555555,10.00002,5.625,6.25,1,8.777783333333334,7.987503111111112,1,3.0,0,Promovido de Fase + Bolsa
ALUNO-66,2021,3.0,3,0,Ametista,10.0,1,7.777777777777779,0,5.784722222222221,6.66667,7.5,7.34375,0,6.5416625,7.171874500000001,0,4.0,0,Promovido de Fase
ALUNO-67,2021,1.0,2,0,Ágata,5.0,0,5.583333333333333,1,7.88220551378446,9.000020000000001,5.0,5.9375,1,7.916665,6.770192769423559,0,2.0,0,Promovido de Fase
ALUNO-69,2022,0.0,1,0,Ametista,5.0,1,7.883333333333333,1,7.545642763034067,10.00002,7.5,5.625,1,8.5,7.598297219273481,1,2.0,1,Mantido na Fase atual
ALUNO-70,2022,2.0,2,0,Topázio,10.0,0,6.5,1,8.833333333333332,10.00002,7.5,6.666666666666666,1,8.61111,8.205557333333335,1,3.0,0,Mantido na Fase atual
ALUNO-72,2022,0.0,1,0,Ametista,5.0,1,8.833333333333332,1,8.602540834845735,7.50002,8.125,5.625,1,8.083335,7.728843833635814,0,2.0,0,Promovido de Fase
ALUNO-73,2022,4.0,6,0,Ágata,5.0,0,6.5,0,6.992521367521367,8.33334,7.5,6.71875,0,6.2916575,6.712044773504273,0,4.0,0,Mantido na Fase atual
ALUNO-74,2022,4.0,5,0,Ágata,5.0,0,6.111111111111112,0,6.25,7.91667,6.875,7.5,0,7.4166675,6.684722722222222,0,4.0,0,Promovido de Fase
ALUNO-75,2019,5.0,3,1,Topázio,10.0,1,8.5,1,9.660714285714286,10.00002,9.375,9.21875,1,9.75001,9.441521857142858,1,4.0,0,Mantido na Fase + Bolsa
ALUNO-76,2020,1.0,1,0,Topázio,10.0,0,7.166666666666666,1,9.419753086419751,10.00002,7.5,5.833333333333334,1,8.27778,8.306175283950617,0,3.0,0,Promovido de Fase
ALUNO-77,2021,0.0,2,0,Ametista,5.0,1,8.333333333333332,1,8.237472766884531,10.00002,8.75,5.625,1,8.25,7.901663220043574,0,2.0,0,Promovido de Fase
ALUNO-78,2017,1.0,3,0,Ametista,5.0,1,7.666666666666666,1,9.480259870064968,6.91668,7.5,6.666666666666666,1,7.833336666666667,7.604387307346327,0,3.0,0,Promovido de Fase
ALUNO-79,2022,3.0,3,0,Ametista,10.0,0,3.666666666666667,0,7.463924963924963,9.58335,7.5,7.34375,0,7.20833,7.110494326118326,0,4.0,0,Mantido na Fase atual
ALUNO-80,2022,2.0,3,0,Ágata,5.0,0,4.25,1,9.296296296296296,6.83334,5.625,6.25,1,7.5,6.580093259259259,0,3.0,0,Mantido na Fase atual
ALUNO-81,2019,6.0,7,1,Ametista,5.0,0,6.655555555555555,0,7.402950310559007,8.33334,8.125,7.5,1,8.833336666666666,7.474202506556246,1,4.0,0,Promovido de Fase
ALUNO-83,2016,5.0,6,1,Ametista,5.0,0,6.8,1,7.819047619047619,7.91667,7.5,6.875,1,7.750005,7.202977523809524,0,3.0,0,Mantido na Fase atual
ALUNO-84,2021,1.0,2,0,Ametista,5.0,0,6.25,1,8.838383838383837,9.000020000000001,7.5,6.458333333333334,1,8.444446666666666,7.502401434343434,1,3.0,1,Mantido na Fase atual
ALUNO-85,2019,1.0,2,0,Ametista,5.0,1,7.583333333333333,1,9.743589743589745,9.50002,5.0,5.625,1,8.833335,7.744553615384616,1,2.0,0,Promovido de Fase
ALUNO-87,2016,5.0,6,1,Ágata,5.0,0,6.566666666666667,0,5.652169521654815,9.16668,5.625,7.96875,0,7.1250025,6.644810737664296,0,4.0,0,Promovido de Fase + Bolsa
ALUNO-88,2018,3.0,3,1,Topázio,10.0,0,6.877777777777777,1,9.11793372319688,9.58335,5.625,8.90625,1,9.0833375,8.427269800194932,1,4.0,0,Promovido de Fase
ALUNO-90,2019,5.0,6,0,Quartzo,5.0,0,3.555555555555556,0,3.004807692307692,5.833320000000001,7.5,6.71875,0,6.888886666666665,5.195056982905983,0,4.0,0,Mantido na Fase atual
ALUNO-91,2018,2.0,3,0,Ametista,5.0,1,7.916666666666667,1,7.918575677196368,8.500020000000001,7.5,6.458333333333334,1,7.500003333333334,7.412884468772608,0,3.0,0,Promovido de Fase
ALUNO-92,2022,0.0,2,0,Ametista,5.0,0,5.416666666666666,1,9.26450742240216,9.50002,7.5,5.625,1,7.66666,7.232068817813765,0,2.0,0,Mantido na Fase atual
ALUNO-97,2018,3.0,3,0,Ametista,10.0,0,7.0,1,8.467105263157894,7.91667,7.5,7.5,0,5.58333,7.501754052631579,0,4.0,0,Promovido de Fase
ALUNO-98,2021,3.0,5,0,Ametista,5.0,0,7.055555555555556,1,8.520833333333332,7.91667,7.5,7.8125,0,7.2916625,7.396527277777778,0,4.0,1,Promovido de Fase
ALUNO-99,2022,7.0,8,0,Ametista,5.0,0,7.25,1,10.0,8.75001,7.5,7.5,0,7.2916625,7.7833335,0,4.0,1,Mantido na Fase atual
ALUNO-100,2018,2.0,4,0,Ágata,5.0,0,1.666666666666666,1,8.475473801560758,9.000020000000001,5.0,6.25,0,7.444443333333333,6.042318760312152,0,3.0,0,Mantido na Fase atual
ALUNO-101,2022,3.0,3,0,Ametista,10.0,0,6.622222222222223,1,7.854166666666666,7.08333,6.25,7.65625,0,7.416665,7.477568777777778,0,4.0,1,Promovido de Fase
ALUNO-102,2020,1.0,2,0,Ametista,5.0,1,7.666666666666666,1,8.941798941798943,7.333340000000001,7.5,6.041666666666667,1,7.833333333333333,7.475860455026456,0,3.0,0,Mantido na Fase atual
ALUNO-103,2020,1.0,2,0,Ametista,5.0,0,6.0,1,8.903448275862068,9.50002,5.625,5.625,1,7.749995,7.105690655172413,0,2.0,0,Mantido na Fase atual
ALUNO-104,2021,0.0,0,0,Topázio,10.0,0,7.25,1,9.392712550607287,10.00002,7.5,5.625,1,8.58333,8.357710510121457,1,2.0,0,Mantido na Fase atual
ALUNO-107,2022,0.0,2,0,Ágata,5.0,0,4.0,0,4.952380952380953,7.91668,7.5,5.625,1,8.083335,6.01131119047619,0,2.0,0,Mantido na Fase atual
ALUNO-108,2022,0.0,1,0,Ametista,5.0,1,8.416666666666668,1,8.565610859728508,9.000020000000001,7.5,5.625,1,7.666665,7.642290505279036,0,2.0,0,Mantido na Fase atual
ALUNO-110,2022,0.0,0,0,Ametista,10.0,0,5.5,0,6.590752242926156,10.00002,8.125,5.625,1,8.166665,7.426485448585232,0,2.0,0,Mantido na Fase atual
ALUNO-113,2019,3.0,3,0,Ágata,10.0,0,5.166666666666666,0,6.253787878787879,9.16668,5.625,5.625,0,5.4166575,6.40909040909091,0,4.0,0,Mantido na Fase atual
ALUNO-114,2022,0.0,1,0,Ametista,5.0,1,8.766666666666666,1,7.748129063918538,9.50002,7.5,5.3125,0,7.25,7.484211146117041,0,2.0,0,Mantido na Fase atual
ALUNO-116,2022,2.0,2,0,Ametista,10.0,0,5.75,1,9.333333333333332,10.00002,7.5,6.25,1,7.61111,7.913890666666667,0,3.0,0,Mantido na Fase atual
ALUNO-118,2019,1.0,2,0,Topázio,5.0,1,9.416666666666668,1,8.38888888888889,10.00002,7.5,6.5625,1,9.33334,8.334031111111113,1,2.0,1,Promovido de Fase
ALUNO-119,2022,3.0,3,0,Topázio,10.0,1,8.888888888888888,1,8.635443503864556,9.16668,6.25,7.34375,0,7.249995,8.230908478550688,0,4.0,0,Promovido de Fase
ALUNO-121,2022,2.0,3,0,Ágata,5.0,0,2.5,1,8.466810966810968,8.000020000000001,7.5,6.458333333333334,0,6.777773333333332,6.244752193362194,0,3.0,0,Mantido na Fase atual
ALUNO-122,2022,1.0,1,0,Topázio,10.0,1,8.0,1,10.0,9.000020000000001,7.5,6.041666666666667,0,7.055549999999999,8.265278666666667,0,3.0,0,Mantido na Fase atual
ALUNO-123,2022,2.0,2,0,Ametista,10.0,0,6.0,0,6.818181818181817,9.50002,7.5,6.666666666666666,1,8.444446666666668,7.619194363636365,1,3.0,1,Mantido na Fase atual
ALUNO-124,2021,1.0,1,0,Ametista,10.0,0,5.166666666666667,1,8.033910533910534,9.000020000000001,7.5,5.416666666666667,0,6.888886666666665,7.209561440115441,0,3.0,0,Mantido na Fase atual
ALUNO-126,2021,0.0,2,0,Ametista,5.0,0,7.333333333333333,1,8.468286099865047,9.000020000000001,7.5,4.0625,1,7.5,7.216575886639676,0,2.0,0,Promovido de Fase
ALUNO-127,2021,1.0,2,0,Ágata,5.0,0,5.5,1,7.932900432900433,10.00002,7.5,5.625,0,6.833329999999998,6.865748086580086,0,3.0,0,Mantido na Fase atual
ALUNO-128,2019,0.0,2,0,Ágata,5.0,0,6.083333333333333,1,9.45887445887446,9.000020000000001,5.625,5.0,0,7.166665,7.00427655844156,0,2.0,0,Mantido na Fase atual
ALUNO-129,2021,2.0,3,0,Ametista,5.0,1,8.083333333333332,0,6.793942772203643,9.000020000000001,5.625,6.875,1,7.888893333333335,7.203235887774063,0,3.0,1,Promovido de Fase
ALUNO-130,2022,0.0,0,0,Topázio,10.0,1,9.266666666666666,0,7.489177489177488,9.50002,8.125,5.625,1,7.91667,8.259504831168831,0,2.0,0,Mantido na Fase atual
ALUNO-131,2022,3.0,3,0,Ametista,10.0,0,6.75,1,8.75,7.91667,4.375,7.03125,0,6.95833,7.423958,0,4.0,0,Mantido na Fase atual
ALUNO-133,2019,1.0,3,0,Ametista,5.0,0,7.166666666666666,1,9.116541353383456,8.000020000000001,6.875,5.3125,1,7.583335,7.292060604010025,0,2.0,0,Mantido na Fase atual
ALUNO-134,2022,3.0,5,0,Ametista,5.0,0,5.75,1,9.153439153439152,10.00002,5.625,7.1875,0,6.624995,7.086938830687831,0,4.0,0,Mantido na Fase atual
ALUNO-135,2019,1.0,2,0,Quartzo,5.0,0,2.416666666666667,0,4.75108225108225,9.000020000000001,5.0,5.625,0,6.833326666666666,5.262717116883117,0,3.0,0,Mantido na Fase atual
ALUNO-138,2022,0.0,1,0,Topázio,5.0,1,9.65,1,9.552042160737813,10.00002,7.5,5.625,1,9.0,8.452910432147561,1,2.0,0,Mantido na Fase atual
ALUNO-140,2022,0.0,2,0,Ágata,5.0,0,7.25,0,7.218567251461989,9.50002,5.625,5.625,0,7.416665,6.952048450292399,0,2.0,0,Promovido de Fase
ALUNO-141,2022,3.0,3,0,Ametista,10.0,0,5.166666666666667,1,8.068181818181818,9.58335,7.5,7.5,0,6.166660000000001,7.338636696969697,0,3.0,0,Mantido na Fase atual
ALUNO-142,2022,3.0,4,0,Topázio,5.0,1,7.777777777777779,1,8.989820565907522,10.00002,7.5,7.96875,1,8.41667,8.083730668737061,1,4.0,1,Promovido de Fase + Bolsa
ALUNO-143,2021,3.0,4,0,Ágata,5.0,0,5.111111111111111,0,6.444493006993008,8.75001,5.0,7.03125,0,7.208335,6.330913823620824,0,4.0,0,Promovido de Fase
ALUNO-144,2022,4.0,5,0,Ametista,5.0,1,7.888888888888888,1,9.15703781512605,8.33334,7.5,8.125,1,8.208335,7.946686340802987,0,4.0,1,Promovido de Fase + Bolsa
ALUNO-148,2022,1.0,2,0,Ametista,5.0,0,6.5,1,9.351851851851851,9.50002,7.5,6.041666666666667,1,8.222223333333332,7.618983703703704,0,3.0,0,Promovido de Fase
ALUNO-150,2022,2.0,3,0,Topázio,5.0,1,9.0,1,9.717813051146384,10.00002,5.0,6.875,1,8.94445,8.219954610229276,1,3.0,1,Promovido de Fase
ALUNO-151,2019,3.0,3,1,Topázio,10.0,1,7.900000000000001,1,8.436240842490841,8.33334,6.875,8.125,1,8.125,8.225582168498168,0,4.0,0,Mantido na Fase + Bolsa
ALUNO-152,2019,4.0,3,1,Ametista,10.0,1,7.644444444444443,1,7.806870995242416,8.75001,5.0,7.03125,0,7.2499975,7.618388587937373,0,4.0,0,Promovido de Fase
ALUNO-153,2017,5.0,5,1,Topázio,10.0,1,8.700000000000001,1,9.09722222222222,10.00002,8.125,8.75,1,9.2916725,9.105280944444443,1,4.0,0,Promovido de Fase + Bolsa
ALUNO-154,2019,1.0,3,0,Quartzo,5.0,0,3.75,0,3.797498797498797,3.49998,7.5,6.25,0,5.999996666666666,4.934497092833093,0,3.0,0,Mantido na Fase atual
ALUNO-156,2018,4.0,4,1,Ametista,10.0,0,6.599999999999999,1,8.159632034632034,7.91667,5.0,7.5,1,7.7083325,7.535259906926407,0,4.0,0,Promovido de Fase + Bolsa
ALUNO-158,2018,4.0,6,0,Quartzo,5.0,0,4.111111111111112,0,4.747740005092947,8.33334,5.0,7.1875,0,6.49999,5.623852223240812,0,4.0,0,Promovido de Fase
ALUNO-159,2021,0.0,2,0,Ametista,5.0,0,7.25,1,8.966049382716049,9.000020000000001,5.625,5.625,1,8.583335,7.484878876543211,1,2.0,0,Promovido de Fase
ALUNO-164,2019,2.0,3,0,Ágata,5.0,0,5.75,0,7.304131054131053,8.500020000000001,7.5,6.041666666666667,1,7.61111,6.837216877492878,0,3.0,0,Mantido na Fase atual
ALUNO-165,2019,1.0,3,0,Topázio,5.0,1,8.416666666666668,1,9.848484848484848,8.500020000000001,8.125,6.875,1,8.388893333333334,8.18081096969697,1,3.0,1,Mantido na Fase atual
ALUNO-166,2022,1.0,2,0,Ágata,5.0,0,4.75,1,9.03988603988604,9.50002,4.375,5.625,0,7.16666,6.641311207977208,0,2.0,0,Mantido na Fase atual
ALUNO-167,2021,2.0,2,0,Ágata,10.0,0,2.75,1,8.825396825396826,8.500020000000001,7.5,6.041666666666667,0,7.333329999999999,6.985914031746033,0,3.0,0,Mantido na Fase atual
ALUNO-168,2019,2.0,3,0,Ágata,5.0,0,6.133333333333333,0,6.002801120448179,9.000020000000001,6.25,6.041666666666667,0,6.888883333333332,6.434172224089636,0,3.0,0,Mantido na Fase atual
ALUNO-169,2020,0.0,2,0,Ametista,5.0,0,6.916666666666666,1,8.945512820512821,9.50002,5.0,5.625,1,7.999995,7.284936897435898,0,2.0,0,Mantido na Fase atual
ALUNO-170,2022,1.0,3,0,Ametista,5.0,1,8.25,1,8.959435626102293,7.50002,7.5,6.041666666666667,0,7.38889,7.523833791887125,0,3.0,0,Mantido na Fase atual
ALUNO-171,2021,4.0,5,0,Ametista,5.0,1,7.633333333333333,1,8.255555555555556,7.91667,7.5,7.1875,0,6.83333,7.304860777777779,0,4.0,1,Promovido de Fase
ALUNO-172,2022,1.0,2,0,Ágata,5.0,0,5.75,1,8.32010582010582,6.41668,5.0,5.625,0,6.94444,6.407077164021164,0,3.0,0,Promovido de Fase
ALUNO-175,2022,4.0,4,0,Ametista,10.0,0,6.111111111111111,1,7.676334422657952,8.33334,7.5,7.5,0,7.249995,7.540822106753813,0,4.0,0,Promovido de Fase
ALUNO-176,2017,3.0,4,0,Quartzo,5.0,0,2.888888888888889,0,7.391025641025641,6.66666,5.0,5.15625,0,4.2916725,5.096608405982907,0,4.0,0,Mantido na Fase atual
ALUNO-177,2021,0.0,0,0,Topázio,10.0,1,8.783333333333333,1,8.964102564102564,9.50002,7.5,5.625,0,7.33333,8.27865517948718,0,2.0,0,Mantido na Fase atual
ALUNO-178,2022,0.0,0,0,Ametista,10.0,0,3.416666666666667,1,9.547511312217194,8.500020000000001,7.5,5.625,0,7.249995,7.205336595776773,0,2.0,0,Mantido na Fase atual
ALUNO-179,2022,2.0,3,0,Ametista,5.0,1,9.5,1,8.69949494949495,6.83334,7.5,6.875,0,7.111109999999999,7.68295498989899,0,3.0,0,Mantido na Fase atual
ALUNO-180,2022,0.0,1,0,Ágata,5.0,0,3.5,1,7.916666666666666,9.000020000000001,6.25,5.3125,0,6.000005,6.039586333333334,0,2.0,0,Mantido na Fase atual
ALUNO-181,2022,0.0,1,0,Ametista,5.0,1,8.083333333333332,1,9.105915870621754,9.000020000000001,7.5,6.5625,1,8.333335,7.910768840791018,0,2.0,0,Promovido de Fase
ALUNO-182,2022,0.0,0,0,Ametista,10.0,0,6.0,0,6.518218623481781,9.50002,6.875,4.6875,0,7.41666,7.093227724696356,0,2.0,0,Mantido na Fase atual
ALUNO-185,2021,0.0,1,0,Ametista,5.0,1,8.8,1,8.243546576879911,8.500020000000001,8.125,5.625,0,7.41667,7.617045315375983,0,2.0,0,Mantido na Fase atual
ALUNO-191,2022,1.0,2,0,Ágata,5.0,0,6.5,1,8.722222222222221,9.50002,5.0,4.375,0,6.388893333333333,6.709725111111111,0,3.0,0,Mantido na Fase atual
ALUNO-192,2022,2.0,3,0,Ágata,5.0,0,5.0,1,8.103174603174603,8.500020000000001,7.5,6.458333333333334,0,6.777773333333331,6.722024920634921,0,3.0,0,Mantido na Fase atual
ALUNO-193,2016,4.0,5,0,Ametista,5.0,0,5.566666666666666,1,9.038690476190476,8.75001,5.625,7.65625,1,7.7499975,7.174196928571429,0,4.0,1,Promovido de Fase + Bolsa
ALUNO-195,2022,2.0,3,0,Ágata,5.0,0,4.833333333333333,1,8.046833064949007,7.50002,7.5,6.25,1,7.722223333333334,6.745479946323136,0,3.0,0,Mantido na Fase atual
ALUNO-196,2022,3.0,5,0,Ametista,5.0,0,7.055555555555554,1,8.535551619433198,9.16668,5.625,7.65625,0,6.95833,7.254680434997751,0,4.0,1,Mantido na Fase + Bolsa
ALUNO-197,2019,4.0,4,1,Topázio,10.0,1,7.688888888888889,1,8.751352813852813,10.00002,5.625,8.125,1,8.458337499999999,8.354717840548341,1,4.0,0,Promovido de Fase
ALUNO-200,2016,4.0,5,0,Ágata,5.0,0,5.611111111111112,0,7.10179526355997,7.91667,7.5,7.65625,1,7.625,6.874873274934217,0,4.0,0,Promovido de Fase
ALUNO-201,2019,5.0,6,0,Ágata,5.0,0,4.033333333333333,0,6.047619047619048,8.33334,7.5,7.5,1,7.944443333333334,6.438413142857143,0,4.0,1,Promovido de Fase
ALUNO-203,2022,2.0,2,0,Ametista,10.0,0,5.5,1,9.0,9.50002,6.875,6.25,0,5.833336666666667,7.329169333333334,0,3.0,0,Mantido na Fase atual
ALUNO-204,2022,1.0,2,0,Ágata,5.0,0,4.5,0,7.444444444444445,8.000020000000001,7.5,6.25,1,7.555556666666667,6.575002222222222,0,3.0,0,Mantido na Fase atual
ALUNO-205,2022,0.0,1,0,Ametista,5.0,1,9.166666666666666,1,8.262108262108262,8.500020000000001,7.5,5.625,1,7.583335,7.664923985754986,0,2.0,0,Mantido na Fase atual
ALUNO-207,2021,3.0,5,0,Quartzo,5.0,0,3.722222222222223,0,3.724695192086496,0.0,7.5,6.40625,0,5.9583275,4.571673982861744,0,4.0,0,Mantido na Fase atual
ALUNO-211,2022,1.0,2,0,Ametista,5.0,1,8.416666666666668,1,8.935626102292769,9.000020000000001,7.5,6.25,1,8.055556666666666,7.856571887125221,0,3.0,0,Promovido de Fase
ALUNO-212,2019,0.0,2,0,Ágata,5.0,0,6.766666666666666,1,8.944141289679047,9.50002,4.375,2.8125,0,5.166655,6.344244591269144,0,2.0,0,Mantido na Fase atual
